Generation,Max,Min,Mean,Std,Cost Time
161.0,3343.2958984375,-66.2487564086914,1175.9324951171875,883.156982421875,4.279986381530762
162.0,3350.83740234375,-524.72607421875,1222.0938720703125,914.6658935546875,4.360187530517578
163.0,3323.140380859375,-22.301788330078125,1218.6787109375,878.939208984375,4.456516981124878
164.0,3352.899658203125,-40.731266021728516,1190.8426513671875,919.0081787109375,4.332612752914429
165.0,3370.55810546875,-20.798965454101562,1274.84375,916.5689086914062,4.4326417446136475
166.0,3334.98388671875,-73.37599182128906,1254.1488037109375,869.3126220703125,4.441511869430542
167.0,3381.018798828125,-22.754440307617188,1210.16845703125,917.2285766601562,4.405898809432983
168.0,3380.88818359375,-52.55820846557617,1188.0726318359375,914.5478515625,4.3305230140686035
169.0,3376.707275390625,-83.55189514160156,1166.7779541015625,858.056640625,4.320492506027222
170.0,3355.4287109375,-44.96914291381836,1060.604736328125,852.1195068359375,4.275782346725464
171.0,3379.42333984375,-25.924108505249023,1067.02197265625,891.1699829101562,4.306236982345581
172.0,3350.832275390625,-10.80742073059082,1135.923583984375,850.1064453125,4.369326829910278
173.0,3325.746826171875,-45.660682678222656,1166.0899658203125,855.767333984375,4.3977601528167725
174.0,3356.682373046875,-31.026723861694336,1161.2840576171875,876.5862426757812,4.389049768447876
175.0,3345.093505859375,-41.77118682861328,1124.8682861328125,858.4463500976562,4.328928709030151
176.0,3366.655029296875,-41.30817413330078,1159.67333984375,955.4855346679688,4.374403715133667
177.0,3330.326904296875,-54.14740753173828,1097.250244140625,887.7869873046875,4.354393482208252
178.0,3381.069091796875,-50.384674072265625,1169.924560546875,902.0690307617188,4.350602865219116
179.0,3358.866943359375,-16.26229476928711,1121.0673828125,919.3173217773438,4.3274054527282715
180.0,3392.33935546875,-13.48717975616455,1159.39794921875,906.2224731445312,4.423871755599976
181.0,3330.10888671875,-12.245311737060547,1128.0728759765625,899.4843139648438,4.32253360748291
182.0,3376.3935546875,-29.570907592773438,1150.539306640625,930.9913940429688,4.366849184036255
183.0,3354.848388671875,-35.487937927246094,1227.4449462890625,941.6902465820312,4.312330961227417
184.0,3340.677490234375,-24.56952667236328,1109.16064453125,928.99072265625,4.272594690322876
185.0,3367.5478515625,-28.245800018310547,1180.09619140625,936.7569580078125,4.278817176818848
186.0,3347.9609375,-17.984609603881836,1244.6162109375,890.1055908203125,4.37255859375
187.0,3375.421875,-38.3814811706543,1201.01806640625,924.3999633789062,4.390883445739746
188.0,3420.105224609375,-12.94818115234375,1234.020263671875,943.0006103515625,4.334200143814087
189.0,3357.618896484375,-21.623281478881836,1221.633544921875,954.6065673828125,4.323732376098633
190.0,3377.144287109375,-82.36799621582031,1219.5992431640625,951.065673828125,4.378946542739868
191.0,3402.774169921875,-19.994958877563477,1229.7249755859375,901.0758666992188,4.362971782684326
192.0,3377.12158203125,-9.246097564697266,1274.0347900390625,944.9454345703125,4.39607572555542
193.0,3394.927490234375,-9.159255027770996,1196.2955322265625,938.7362060546875,4.301926851272583
194.0,3388.241943359375,-34.85165786743164,1236.6168212890625,926.71875,4.394644737243652
195.0,3389.5361328125,-91.49274444580078,1251.2738037109375,971.4183959960938,4.325530052185059
196.0,3454.604736328125,-20.423837661743164,1260.258056640625,971.704833984375,4.3762805461883545
197.0,3380.871337890625,-21.745853424072266,1257.52294921875,907.7164916992188,4.390123128890991
198.0,3386.135986328125,-56.329833984375,1257.3531494140625,956.025634765625,4.370989799499512
199.0,3390.1259765625,-38.61475372314453,1243.373291015625,947.1030883789062,4.333076238632202
200.0,3392.71533203125,-15.074674606323242,1222.3426513671875,975.8580932617188,4.354679346084595
201.0,3453.723388671875,-71.01419830322266,1363.972900390625,1004.3035278320312,4.418091058731079
202.0,3395.741943359375,-79.63883209228516,1201.3192138671875,955.8555908203125,4.197954416275024
203.0,3423.346435546875,-41.533382415771484,1205.9830322265625,979.8297729492188,4.326104402542114
204.0,3419.365966796875,-12.420952796936035,1205.7042236328125,953.9947509765625,4.310368061065674
205.0,3411.044677734375,-54.4441032409668,1093.479248046875,912.3284912109375,4.258765935897827
206.0,3447.5,-132.09976196289062,1159.050048828125,948.0313110351562,4.328561544418335
207.0,3414.15625,-52.01160430908203,1234.443115234375,929.4220581054688,4.464828014373779
208.0,3428.54736328125,-31.828235626220703,1248.5264892578125,909.1314086914062,4.351019859313965
209.0,3405.670166015625,-16.18784523010254,1191.6207275390625,888.787109375,4.356417655944824
210.0,3362.492431640625,-23.200456619262695,1122.2762451171875,900.2744140625,4.259383201599121
211.0,3411.40478515625,-65.9673843383789,1147.299560546875,925.3451538085938,4.31320858001709
212.0,3412.470458984375,-86.225830078125,1167.533447265625,958.6323852539062,4.273650169372559
213.0,3416.307373046875,-59.03274154663086,1073.533935546875,882.0697021484375,4.1947126388549805
214.0,3370.054443359375,-8.63254451751709,1135.066650390625,872.119384765625,4.42892861366272
215.0,3361.084716796875,-32.98038864135742,1091.6717529296875,878.9072265625,4.4031078815460205
216.0,3431.74609375,-103.57826232910156,1225.4732666015625,914.7964477539062,4.406021356582642
217.0,3384.38623046875,-30.33962059020996,1154.83642578125,884.3092041015625,4.339788198471069
218.0,3407.947265625,-80.89120483398438,1232.470458984375,935.99169921875,4.3585286140441895
219.0,3442.31298828125,-12.009598731994629,1272.926025390625,917.2449340820312,4.4102067947387695
220.0,3427.347412109375,-39.43595504760742,1304.24169921875,896.9291381835938,4.497211456298828
221.0,3416.029052734375,-69.79658508300781,1273.689453125,980.4606323242188,4.390827178955078
222.0,3413.8798828125,-42.774444580078125,1270.65966796875,975.2398071289062,4.34572434425354
223.0,3463.795166015625,-54.135475158691406,1189.0325927734375,908.44189453125,4.411603212356567
224.0,3432.742919921875,-39.021690368652344,1182.047119140625,921.9932250976562,4.3172502517700195
225.0,3407.058837890625,-52.80889129638672,1236.119873046875,913.5067749023438,4.376160383224487
226.0,3436.162841796875,-31.81691551208496,1152.102783203125,940.2870483398438,4.394554138183594
227.0,3401.356201171875,-44.078853607177734,1182.1024169921875,938.9749145507812,4.290162801742554
228.0,3381.3798828125,-112.93733978271484,1217.2647705078125,923.8046875,4.366576910018921
229.0,3420.053955078125,-47.598411560058594,1313.896240234375,968.6975708007812,4.290937185287476
230.0,3441.6962890625,-18.095335006713867,1257.502685546875,908.2093505859375,4.419650316238403
231.0,3393.843017578125,-197.55191040039062,1233.0672607421875,901.9638061523438,4.402895212173462
232.0,3406.71533203125,-74.71871948242188,1280.521728515625,886.8255615234375,4.4795849323272705
233.0,3395.21142578125,-26.13959312438965,1184.0108642578125,893.7374267578125,4.485231399536133
234.0,3428.357421875,-31.645099639892578,1200.4437255859375,903.6087646484375,4.319835186004639
235.0,3417.467529296875,-53.90450668334961,1221.7755126953125,904.4596557617188,4.434122085571289
236.0,3412.774169921875,-108.3099136352539,1167.6826171875,913.6796875,4.41569972038269
237.0,3376.1953125,-33.86899948120117,1184.7847900390625,883.8978881835938,4.38722038269043
238.0,3379.663330078125,-18.686138153076172,1287.5242919921875,861.47509765625,4.520082712173462
239.0,3351.993896484375,-27.14384651184082,1240.788818359375,879.728515625,4.4665398597717285
240.0,3427.165771484375,-59.04709243774414,1264.930908203125,915.3531494140625,4.358405351638794
241.0,3386.716796875,-22.312469482421875,1248.8704833984375,877.2847900390625,4.429941892623901
242.0,3421.59375,-47.217445373535156,1231.5284423828125,949.60302734375,4.395510673522949
243.0,3395.40966796875,-133.8148956298828,1174.1085205078125,931.070556640625,4.363372802734375
244.0,3381.16943359375,-15.52548885345459,1318.2552490234375,955.2748413085938,4.427288770675659
245.0,3451.328125,-42.230079650878906,1232.208740234375,877.5275268554688,4.455204725265503
246.0,3425.931396484375,-78.86072540283203,1175.0723876953125,930.9279174804688,4.181072473526001
247.0,3407.41552734375,-76.76116180419922,1248.6510009765625,946.086181640625,4.3151233196258545
248.0,3462.2060546875,-68.20711517333984,1223.2950439453125,954.7859497070312,4.395231246948242
249.0,3463.357666015625,-61.33269119262695,1175.072509765625,944.0491943359375,4.365799427032471
250.0,3459.84912109375,-90.67542266845703,1293.3779296875,945.6226196289062,4.362080335617065
251.0,3471.433837890625,-42.943504333496094,1232.644775390625,891.8914794921875,4.397950887680054
252.0,3381.888916015625,-23.766952514648438,1272.3822021484375,952.7293090820312,4.297021150588989
253.0,3393.732177734375,-90.415771484375,1263.6627197265625,962.6632690429688,4.446537017822266
254.0,3499.2978515625,-78.37547302246094,1283.4742431640625,907.497314453125,4.391432523727417
255.0,3491.085693359375,-174.06137084960938,1244.49755859375,887.1689453125,4.4759767055511475
256.0,3419.89111328125,-68.74366760253906,1236.2767333984375,941.5066528320312,4.305255174636841
257.0,3394.451904296875,-23.296314239501953,1250.90625,966.4410400390625,4.3590333461761475
258.0,3428.09326171875,-99.12059783935547,1204.564208984375,951.4569091796875,4.411927223205566
259.0,3462.99658203125,-33.208961486816406,1259.756591796875,988.93603515625,4.411669731140137
260.0,3429.658203125,-14.238701820373535,1348.7598876953125,953.6876220703125,4.4284889698028564
261.0,3428.600341796875,-17.10576629638672,1342.10595703125,994.599609375,4.473521709442139
262.0,3458.003662109375,-36.745513916015625,1374.92333984375,895.9893798828125,4.528865337371826
263.0,3454.11669921875,-40.494632720947266,1289.28173828125,956.701904296875,4.388452529907227
264.0,3424.487548828125,-37.355796813964844,1252.6641845703125,939.017333984375,4.460681676864624
265.0,3507.32666015625,-43.77987289428711,1439.93701171875,1000.2798461914062,4.389856576919556
266.0,3429.017822265625,-66.91632080078125,1359.759521484375,971.7612915039062,4.4538819789886475
267.0,3460.22509765625,-40.586116790771484,1347.9317626953125,977.4136352539062,4.386326789855957
268.0,3509.12255859375,-52.90348815917969,1318.154052734375,892.5017700195312,4.4164018630981445
269.0,3474.10693359375,-59.929203033447266,1311.74072265625,988.0341186523438,4.378268718719482
270.0,3474.21435546875,-161.9586639404297,1275.5147705078125,916.0415649414062,4.443633317947388
271.0,3448.84814453125,-14.939689636230469,1247.53369140625,968.224853515625,4.463866233825684
272.0,3448.45263671875,-105.78941345214844,1310.3536376953125,949.8779907226562,4.438193321228027
273.0,3438.986083984375,-63.9844856262207,1308.9560546875,995.7164306640625,4.497028350830078
274.0,3421.40771484375,-155.8964080810547,1220.5606689453125,946.4130859375,4.182036399841309
275.0,3462.182861328125,-16.738115310668945,1274.8826904296875,947.703125,4.409944534301758
276.0,3492.15234375,-45.206722259521484,1332.947998046875,981.78076171875,4.526036024093628
277.0,3418.385498046875,-62.694297790527344,1282.073486328125,981.2086791992188,4.4504711627960205
278.0,3495.703125,-31.637550354003906,1344.4327392578125,1015.52392578125,4.405083656311035
279.0,3516.40771484375,-44.41282272338867,1250.05859375,996.4583129882812,4.356123447418213
280.0,3435.045166015625,-129.8958282470703,1232.6441650390625,986.64013671875,4.374176502227783
281.0,3481.628173828125,-43.137691497802734,1275.3267822265625,1020.2357177734375,4.378489971160889
282.0,3479.236328125,-36.674903869628906,1271.68017578125,989.33642578125,4.45095682144165
283.0,3464.61181640625,-81.69430541992188,1243.50830078125,1031.8397216796875,4.270975589752197
284.0,3513.22705078125,-121.63973236083984,1155.20556640625,926.9271240234375,4.3935017585754395
285.0,3440.484130859375,-51.32124710083008,1240.3072509765625,952.3511962890625,4.320878028869629
286.0,3461.217529296875,-62.685691833496094,1261.1639404296875,994.1167602539062,4.421148061752319
287.0,3467.399658203125,-55.493892669677734,1224.7904052734375,932.7515869140625,4.356709241867065
288.0,3446.59033203125,-38.54050064086914,1277.197998046875,964.4395751953125,4.296976327896118
289.0,3436.9130859375,-152.9818115234375,1357.072265625,978.4522705078125,4.458571910858154
290.0,3482.647216796875,-37.775604248046875,1334.06494140625,1001.9756469726562,4.39622688293457
291.0,3472.022216796875,-124.0718002319336,1249.4302978515625,1029.5126953125,4.38281774520874
292.0,3477.661865234375,-46.20854568481445,1230.8060302734375,948.7158813476562,4.376237630844116
293.0,3431.12744140625,-66.67133331298828,1362.50634765625,989.7141723632812,4.409805774688721
294.0,3478.040283203125,-168.4655303955078,1298.287353515625,986.9351196289062,4.327896595001221
295.0,3420.978759765625,-91.6681900024414,1289.147705078125,1009.1629638671875,4.299718618392944
296.0,3505.131591796875,-167.32794189453125,1413.06298828125,1054.86962890625,4.460208892822266
297.0,3462.27783203125,-81.20318603515625,1427.1094970703125,1071.1080322265625,4.339981555938721
298.0,3494.154052734375,-53.35610580444336,1354.7333984375,973.7447509765625,4.400202035903931
299.0,3506.719970703125,-131.44764709472656,1385.3077392578125,991.9999389648438,4.37454628944397
300.0,3476.63720703125,-52.751190185546875,1370.4674072265625,977.42724609375,4.401263236999512
301.0,3427.570556640625,-142.72862243652344,1295.8111572265625,1029.3372802734375,4.33366322517395
302.0,3429.67236328125,-35.21302795410156,1296.38134765625,993.355224609375,4.359286069869995
303.0,3460.3349609375,-68.67228698730469,1416.1885986328125,1034.3280029296875,4.339354515075684
304.0,3442.341064453125,-56.18354415893555,1376.9527587890625,953.9241333007812,4.368682861328125
305.0,3438.3916015625,-189.20574951171875,1375.482421875,1040.5185546875,4.3915696144104
306.0,3499.18603515625,-72.97634887695312,1475.2816162109375,1006.3543090820312,4.440910816192627
307.0,3448.8291015625,-20.334245681762695,1450.268310546875,1016.58740234375,4.461987495422363
308.0,3488.169677734375,-63.08246612548828,1455.009765625,1034.430419921875,4.417248010635376
309.0,3492.888671875,-27.955202102661133,1458.4163818359375,1031.906982421875,4.3550050258636475
